pId,condition,timestamp,HR,HRV
p001_tamil_iteration2,1,2023-04-12T09:39:56.402+12:00,,1056
p001_tamil_iteration2,1,2023-04-12T09:39:56.481+12:00,53,
p001_tamil_iteration2,1,2023-04-12T09:39:57.296+12:00,,955
p001_tamil_iteration2,1,2023-04-12T09:39:58.271+12:00,,928
p001_tamil_iteration2,1,2023-04-12T09:39:58.514+12:00,54,
p001_tamil_iteration2,1,2023-04-12T09:39:58.517+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:39:59.162+12:00,,868
p001_tamil_iteration2,1,2023-04-12T09:39:59.490+12:00,56,
p001_tamil_iteration2,1,2023-04-12T09:39:59.491+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:39:59.895+12:00,,810
p001_tamil_iteration2,1,2023-04-12T09:40:00.464+12:00,58,
p001_tamil_iteration2,1,2023-04-12T09:40:00.707+12:00,,883
p001_tamil_iteration2,1,2023-04-12T09:40:01.521+12:00,59,
p001_tamil_iteration2,1,2023-04-12T09:40:01.522+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:01.928+12:00,,1061
p001_tamil_iteration2,1,2023-04-12T09:40:02.493+12:00,60,
p001_tamil_iteration2,1,2023-04-12T09:40:03.552+12:00,61,
p001_tamil_iteration2,1,2023-04-12T09:40:04.121+12:00,,1097
p001_tamil_iteration2,1,2023-04-12T09:40:04.526+12:00,62,
p001_tamil_iteration2,1,2023-04-12T09:40:05.257+12:00,,1072
p001_tamil_iteration2,1,2023-04-12T09:40:05.502+12:00,63,
p001_tamil_iteration2,1,2023-04-12T09:40:06.478+12:00,,1172
p001_tamil_iteration2,1,2023-04-12T09:40:06.556+12:00,62,
p001_tamil_iteration2,1,2023-04-12T09:40:07.532+12:00,61,
p001_tamil_iteration2,1,2023-04-12T09:40:07.696+12:00,,1115
p001_tamil_iteration2,1,2023-04-12T09:40:07.533+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:08.671+12:00,59,
p001_tamil_iteration2,1,2023-04-12T09:40:08.672+12:00,,1072
p001_tamil_iteration2,1,2023-04-12T09:40:09.565+12:00,61,
p001_tamil_iteration2,1,2023-04-12T09:40:09.888+12:00,,1161
p001_tamil_iteration2,1,2023-04-12T09:40:09.566+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:10.536+12:00,62,
p001_tamil_iteration2,1,2023-04-12T09:40:10.537+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:10.945+12:00,,1106
p001_tamil_iteration2,1,2023-04-12T09:40:11.595+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:12.084+12:00,,1123
p001_tamil_iteration2,1,2023-04-12T09:40:12.735+12:00,61,
p001_tamil_iteration2,1,2023-04-12T09:40:13.140+12:00,,1158
p001_tamil_iteration2,1,2023-04-12T09:40:14.277+12:00,,1081
p001_tamil_iteration2,1,2023-04-12T09:40:14.602+12:00,59,
p001_tamil_iteration2,1,2023-04-12T09:40:15.414+12:00,,1134
p001_tamil_iteration2,1,2023-04-12T09:40:15.576+12:00,57,
p001_tamil_iteration2,1,2023-04-12T09:40:15.577+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:16.471+12:00,,1111
p001_tamil_iteration2,1,2023-04-12T09:40:16.634+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:16.633+12:00,56,
p001_tamil_iteration2,1,2023-04-12T09:40:17.608+12:00,,1075
p001_tamil_iteration2,1,2023-04-12T09:40:18.665+12:00,55,
p001_tamil_iteration2,1,2023-04-12T09:40:18.745+12:00,,1154
p001_tamil_iteration2,1,2023-04-12T09:40:19.962+12:00,,1147
p001_tamil_iteration2,1,2023-04-12T09:40:20.615+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:21.020+12:00,,1144
p001_tamil_iteration2,1,2023-04-12T09:40:21.671+12:00,56,
p001_tamil_iteration2,1,2023-04-12T09:40:21.672+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:22.158+12:00,,1148
p001_tamil_iteration2,1,2023-04-12T09:40:22.646+12:00,54,
p001_tamil_iteration2,1,2023-04-12T09:40:23.295+12:00,,1086
p001_tamil_iteration2,1,2023-04-12T09:40:24.353+12:00,,1112
p001_tamil_iteration2,1,2023-04-12T09:40:24.677+12:00,55,
p001_tamil_iteration2,1,2023-04-12T09:40:25.490+12:00,,1128
p001_tamil_iteration2,1,1970-01-20T23:00:49.224+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:25.651+12:00,54,
p001_tamil_iteration2,1,2023-04-12T09:40:26.706+12:00,,1120
p001_tamil_iteration2,1,2023-04-12T09:40:26.707+12:00,,
p001_tamil_iteration2,1,1970-01-20T23:00:49.225+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:26.710+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:27.683+12:00,,1109
p001_tamil_iteration2,1,2023-04-12T09:40:28.903+12:00,,1083
p001_tamil_iteration2,1,2023-04-12T09:40:29.876+12:00,,1051
p001_tamil_iteration2,1,2023-04-12T09:40:30.689+12:00,55,
p001_tamil_iteration2,1,2023-04-12T09:40:30.690+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:30.770+12:00,,932
p001_tamil_iteration2,1,2023-04-12T09:40:31.747+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:31.908+12:00,,1043
p001_tamil_iteration2,1,2023-04-12T09:40:33.046+12:00,,1163
p001_tamil_iteration2,1,2023-04-12T09:40:33.696+12:00,56,
p001_tamil_iteration2,1,2023-04-12T09:40:34.183+12:00,,1177
p001_tamil_iteration2,1,2023-04-12T09:40:35.239+12:00,,1126
p001_tamil_iteration2,1,2023-04-12T09:40:35.727+12:00,57,
p001_tamil_iteration2,1,2023-04-12T09:40:36.459+12:00,,1116
p001_tamil_iteration2,1,2023-04-12T09:40:36.784+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:37.515+12:00,,1109
p001_tamil_iteration2,1,2023-04-12T09:40:38.651+12:00,,1088
p001_tamil_iteration2,1,2023-04-12T09:40:38.733+12:00,56,
p001_tamil_iteration2,1,2023-04-12T09:40:39.790+12:00,,1118
p001_tamil_iteration2,1,2023-04-12T09:40:39.792+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:40.683+12:00,,1011
p001_tamil_iteration2,1,2023-04-12T09:40:41.578+12:00,,871
p001_tamil_iteration2,1,2023-04-12T09:40:41.821+12:00,55,
p001_tamil_iteration2,1,2023-04-12T09:40:41.822+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:42.473+12:00,,848
